year,energy,flux,label,order
1996,0.000981597231608371,1690248864.6237564,"Fit of year 1996, order 1",1.0
1996,0.000992967485028383,1646093975.7403781,"Fit of year 1996, order 1",1.0
1996,0.001004469444874079,1603092558.5457604,"Fit of year 1996, order 1",1.0
1996,0.001016104636756358,1561214480.545616,"Fit of year 1996, order 1",1.0
1996,0.0010278746039579154,1520430396.4060485,"Fit of year 1996, order 1",1.0
1996,0.0010397809076379352,1480711727.3903093,"Fit of year 1996, order 1",1.0
1996,0.0010518251270391686,1442030641.3327317,"Fit of year 1996, order 1",1.0
1996,0.0010640088596973953,1404360033.1358452,"Fit of year 1996, order 1",1.0
1996,0.0010763337216533277,1367673505.7769442,"Fit of year 1996, order 1",1.0
1996,0.0010888013476669529,1331945351.8108335,"Fit of year 1996, order 1",1.0
1996,0.0011014133914343748,1297150535.3557732,"Fit of year 1996, order 1",1.0
1996,0.0011141715258071502,1263264674.5500638,"Fit of year 1996, order 1",1.0
1996,0.0011270774430141826,1230264024.4668162,"Fit of year 1996, order 1",1.0
1996,0.0011401328548861706,1198125460.4751508,"Fit of year 1996, order 1",1.0
1996,0.0011533394930826715,1166826462.036005,"Fit of year 1996, order 1",1.0
1996,0.001166699109321779,1136345096.921257,"Fit of year 1996, order 1",1.0
1996,0.0011802134756124787,1106660005.8450937,"Fit of year 1996, order 1",1.0
1996,0.0011938843844896759,1077750387.4968832,"Fit of year 1996, order 1",1.0
1996,0.0012077136492519656,1049595983.9649893,"Fit of year 1996, order 1",1.0
1996,0.0012217031042021426,1022177066.5414077,"Fit of year 1996, order 1",1.0
1996,0.0012358546048904992,995474421.8972297,"Fit of year 1996, order 1",1.0
1996,0.0012501700283609478,969469338.6192108,"Fit of year 1996, order 1",1.0
1996,0.0012646512733999915,944143594.0980914,"Fit of year 1996, order 1",1.0
1996,0.0012793002607885756,919479441.7594115,"Fit of year 1996, order 1",1.0
1996,0.0012941189335568565,895459598.6279202,"Fit of year 1996, order 1",1.0
1996,0.0013091092572419256,872067233.2168233,"Fit of year 1996, order 1",1.0
1996,0.0013242732201485194,849285953.7334052,"Fit of year 1996, order 1",1.0
1996,0.0013396128336127442,827099796.5927762,"Fit of year 1996, order 1",1.0
1996,0.001355130132268855,805493215.2316617,"Fit of year 1996, order 1",1.0
1996,0.0013708271743191312,784451069.2144324,"Fit of year 1996, order 1",1.0
1996,0.001386706041806877,763958613.6236867,"Fit of year 1996, order 1",1.0
1996,0.0014027688408925802,744001488.7280178,"Fit of year 1996, order 1",1.0
1996,0.0014190177021332667,724565709.9196905,"Fit of year 1996, order 1",1.0
1996,0.001435454780765102,705637657.9151523,"Fit of year 1996, order 1",1.0
1996,0.0014520822569892595,687204069.2115703,"Fit of year 1996, order 1",1.0
1996,0.0014689023362611004,669252026.7926562,"Fit of year 1996, order 1",1.0
1996,0.0014859172495826978,651768951.0773038,"Fit of year 1996, order 1",1.0
1996,0.001503129253798766,634742591.1046468,"Fit of year 1996, order 1",1.0
1996,0.001520540631895994,618161015.9494332,"Fit of year 1996, order 1",1.0
1996,0.001538153693305872,602012606.3616183,"Fit of year 1996, order 1",1.0
1996,0.0015559707742109992,586286046.6243886,"Fit of year 1996, order 1",1.0
1996,0.001573994237854967,570970316.6248648,"Fit of year 1996, order 1",1.0
1996,0.0015922264748558044,556054684.1319596,"Fit of year 1996, order 1",1.0
1996,0.0016106699035230805,541528697.2759366,"Fit of year 1996, order 1",1.0
1996,0.001629326970178654,527382177.22446346,"Fit of year 1996, order 1",1.0
1996,0.0016482001494811651,513605211.0499565,"Fit of year 1996, order 1",1.0
1996,0.001667291944754259,500188144.78327805,"Fit of year 1996, order 1",1.0
1996,0.0016866048883186371,487121576.6488838,"Fit of year 1996, order 1",1.0
1996,0.0017061415418279302,474396350.4766921,"Fit of year 1996, order 1",1.0
1996,0.0017259044966084864,462003549.2860534,"Fit of year 1996, order 1",1.0
1996,0.0017458963740030697,449934489.0373468,"Fit of year 1996, order 1",1.0
1996,0.001766119825718566,438180712.5467671,"Fit of year 1996, order 1",1.0
1996,0.0017865775341776905,426733983.56011647,"Fit of year 1996, order 1",1.0
1996,0.0018072722128747948,415586280.98138845,"Fit of year 1996, order 1",1.0
1996,0.0018282066067357699,404729793.2521248,"Fit of year 1996, order 1",1.0
1996,0.0018493834924821443,394156912.8776002,"Fit of year 1996, order 1",1.0
1996,0.001870805678999372,383860231.09600943,"Fit of year 1996, order 1",1.0
1996,0.001892476007709416,373832532.6868952,"Fit of year 1996, order 1",1.0
1996,0.0019143973529476164,364066790.9152206,"Fit of year 1996, order 1",1.0
1996,0.0019365726223439558,354556162.6074962,"Fit of year 1996, order 1",1.0
1996,0.0019590047572087097,345293983.35655147,"Fit of year 1996, order 1",1.0
1996,0.001981696732922595,336273762.85156465,"Fit of year 1996, order 1",1.0
1996,0.0020046515593314064,327489180.3300958,"Fit of year 1996, order 1",1.0
1996,0.0020278722811452534,318934080.1489146,"Fit of year 1996, order 1",1.0
1996,0.0020513619783424034,310602467.4705445,"Fit of year 1996, order 1",1.0
1996,0.0020751237665778033,302488504.0624887,"Fit of year 1996, order 1",1.0
1996,0.0020991607975963393,294586504.20618254,"Fit of year 1996, order 1",1.0
1996,0.0021234762596508898,286890930.71283054,"Fit of year 1996, order 1",1.0
1996,0.0021480733779252054,279396391.04331523,"Fit of year 1996, order 1",1.0
1996,0.002172955414961693,272097633.5294727,"Fit of year 1996, order 1",1.0
1996,0.0021981256710941585,264989543.69407535,"Fit of year 1996, order 1",1.0
1996,0.0022235874848855674,258067140.66694862,"Fit of year 1996, order 1",1.0
1996,0.0022493442335708626,251325573.69471654,"Fit of year 1996, order 1",1.0
1996,0.0022753993335049155,244760118.74171856,"Fit of year 1996, order 1",1.0
1996,0.002301756240615672,238366175.1797279,"Fit of year 1996, order 1",1.0
1996,0.0023284184508625488,232139262.56413528,"Fit of year 1996, order 1",1.0
1996,0.00235538950070013,226075017.49435854,"Fit of year 1996, order 1",1.0
1996,0.002382672967547237,220169190.55626842,"Fit of year 1996, order 1",1.0
1996,0.0024102724702614346,214417643.34447995,"Fit of year 1996, order 1",1.0
1996,0.0024381916696190435,208816345.56244072,"Fit of year 1996, order 1",1.0
1996,0.0024664342688006944,203361372.19826898,"Fit of year 1996, order 1",1.0
1996,0.0024950040138825113,198048900.77437243,"Fit of year 1996, order 1",1.0
1996,0.0025239046943329934,192875208.66891184,"Fit of year 1996, order 1",1.0
1996,0.0025531401435156514,187836670.5072371,"Fit of year 1996, order 1",1.0
1996,0.0025827142391974573,182929755.62147143,"Fit of year 1996, order 1",1.0
1996,0.0026126309040631823,178151025.5764567,"Fit of year 1996, order 1",1.0
1996,0.002642894106235706,173497131.76032957,"Fit of year 1996, order 1",1.0
1996,0.0026735078598023477,168964813.03804046,"Fit of year 1996, order 1",1.0
1996,0.002704476225347288,164550893.46616814,"Fit of year 1996, order 1",1.0
1996,0.0027358033104901533,160252280.06743848,"Fit of year 1996, order 1",1.0
1996,0.002767493270430866,156065960.66336608,"Fit of year 1996, order 1",1.0
1996,0.002799550308500765,151989001.76352823,"Fit of year 1996, order 1",1.0
1996,0.002831978676720154,148018546.5099712,"Fit of year 1996, order 1",1.0
1996,0.002864782676362266,144151812.67531675,"Fit of year 1996, order 1",1.0
1996,0.0028979666585237985,140386090.71316415,"Fit of year 1996, order 1",1.0
1996,0.002931535024702023,136718741.85942513,"Fit of year 1996, order 1",1.0
1996,0.0029654922273786143,133147196.2832517,"Fit of year 1996, order 1",1.0
1996,0.0029998427706102028,129668951.28627665,"Fit of year 1996, order 1",1.0
1996,0.0030345912106258125,126281569.54888721,"Fit of year 1996, order 1",1.0
1996,0.003069742156431172,122982677.42231807,"Fit of year 1996, order 1",1.0
1996,0.0031053002704200727,119769963.26535727,"Fit of year 1996, order 1",1.0
1996,0.0031412702689927615,116641175.82450587,"Fit of year 1996, order 1",1.0
1996,0.0031776569231815443,113594122.65644775,"Fit of year 1996, order 1",1.0
1996,0.0032144650592835877,110626668.59173712,"Fit of year 1996, order 1",1.0
1996,0.0032516995595011002,107736734.23861226,"Fit of year 1996, order 1",1.0
1996,0.0032893653625888785,104922294.52589996,"Fit of year 1996, order 1",1.0
1996,0.003327467464509405,102181377.28398116,"Fit of year 1996, order 1",1.0
1996,0.003366010919095483,99512061.86282922,"Fit of year 1996, order 1",1.0
1996,0.0034050008387205987,96912477.78614505,"Fit of year 1996, order 1",1.0
1996,0.0034444423949769975,94380803.4406559,"Fit of year 1996, order 1",1.0
1996,0.0034843408193616647,91915264.79964967,"Fit of year 1996, order 1",1.0
1996,0.003524701403970201,89514134.17985882,"Fit of year 1996, order 1",1.0
1996,0.003565529502198786,87175729.03081392,"Fit of year 1996, order 1",1.0
1996,0.0036068305294542375,84898410.75582711,"Fit of year 1996, order 1",1.0
1996,0.003648609963872301,82680583.56377412,"Fit of year 1996, order 1",1.0
1996,0.003690873347044271,80520693.35087109,"Fit of year 1996, order 1",1.0
1996,0.00373362628475203,78417226.611663,"Fit of year 1996, order 1",1.0
1996,0.0037768744477115904,76368709.37846155,"Fit of year 1996, order 1",1.0
1996,0.003820623572325245,74373706.18848805,"Fit of year 1996, order 1",1.0
1996,0.003864879461442444,72430819.07799813,"Fit of year 1996, order 1",1.0
1996,0.003909647985129492,70538686.60268185,"Fit of year 1996, order 1",1.0
1996,0.00395493508144814,68695982.88365617,"Fit of year 1996, order 1",1.0
1996,0.004000746757243194,66901416.67837863,"Fit of year 1996, order 1",1.0
1996,0.004047089088939271,65153730.475831196,"Fit of year 1996, order 1",1.0
1996,0.0040939682233467785,63451699.61534114,"Fit of year 1996, order 1",1.0
1996,0.004141390378477209,61794131.42842166,"Fit of year 1996, order 1",1.0
1996,0.0041893618443678915,60179864.40303034,"Fit of year 1996, order 1",1.0
1996,0.004237888983916301,58607767.369660005,"Fit of year 1996, order 1",1.0
1996,0.004286978233724038,57076738.70869045,"Fit of year 1996, order 1",1.0
1996,0.0043366361049505635,55585705.57844839,"Fit of year 1996, order 1",1.0
1996,0.004386869184176829,54133623.16343249,"Fit of year 1996, order 1",1.0
1996,0.004437684134278922,52719473.94217677,"Fit of year 1996, order 1",1.0
1996,0.004489087695311834,51342266.97424004,"Fit of year 1996, order 1",1.0
1996,0.004541086685403446,50001037.20582182,"Fit of year 1996, order 1",1.0
1996,0.004593688001658875,48694844.79351778,"Fit of year 1996, order 1",1.0
1996,0.0046468986210753006,47422774.445741065,"Fit of year 1996, order 1",1.0
1996,0.004700725601467408,46183934.78134684,"Fit of year 1996, order 1",1.0
1996,0.004755176082403515,44977457.70501309,"Fit of year 1996, order 1",1.0
1996,0.004810257286152554,43802497.798938,"Fit of year 1996, order 1",1.0
1996,0.004865976518642031,42658231.73042799,"Fit of year 1996, order 1",1.0
1996,0.0049223411704270945,41543857.67496147,"Fit of year 1996, order 1",1.0
1996,0.004979358717670799,40458594.75432439,"Fit of year 1996, order 1",1.0
1996,0.00503703672313573,39401682.48942391,"Fit of year 1996, order 1",1.0
1996,0.00509538283718713,38372380.267395236,"Fit of year 1996, order 1",1.0
1996,0.00515440479880765,37369966.82263027,"Fit of year 1996, order 1",1.0
1996,0.00521411043662383,36393739.73136333,"Fit of year 1996, order 1",1.0
1996,0.005274507669944473,35443014.9194601,"Fit of year 1996, order 1",1.0
1996,0.005335604509811064,34517126.183064446,"Fit of year 1996, order 1",1.0
1996,0.005397409060060362,33615424.721767485,"Fit of year 1996, order 1",1.0
1996,0.005459929518399272,32737278.68397214,"Fit of year 1996, order 1",1.0
1996,0.005523174177492171,31882072.724134535,"Fit of year 1996, order 1",1.0
1996,0.005587151426060873,31049207.571570497,"Fit of year 1996, order 1",1.0
1996,0.005651869749997262,30238099.610527836,"Fit of year 1996, order 1",1.0
1996,0.005717337733488895,29448180.471227255,"Fit of year 1996, order 1",1.0
1996,0.005783564060157579,28678896.631587315,"Fit of year 1996, order 1",1.0
1996,0.005850557514211153,27929709.0293536,"Fit of year 1996, order 1",1.0
1996,0.00591832698160863,27200092.6843601,"Fit of year 1996, order 1",1.0
1996,0.0059868814512388305,26489536.33065839,"Fit of year 1996, order 1",1.0
1996,0.0060562300161126565,25797542.058256987,"Fit of year 1996, order 1",1.0
1996,0.006126381874569165,25123624.964219913,"Fit of year 1996, order 1",1.0
1996,0.00619734633149564,24467312.812878974,"Fit of year 1996, order 1",1.0
1996,0.006269132799561803,23828145.70492294,"Fit of year 1996, order 1",1.0
1996,0.006341750800468281,23205675.755131196,"Fit of year 1996, order 1",1.0
1996,0.006415209966209556,22599466.778526034,"Fit of year 1996, order 1",1.0
1996,0.006489520040351545,22009093.984723542,"Fit of year 1996, order 1",1.0
1996,0.006564690879324004,21434143.680269,"Fit of year 1996, order 1",1.0
1996,0.0066407324537278555,20874212.97874867,"Fit of year 1996, order 1",1.0
1996,0.0067176548496576715,20328909.518473987,"Fit of year 1996, order 1",1.0
1996,0.0067954682700395,19797851.187540997,"Fit of year 1996, order 1",1.0
1996,0.006874183035984181,19280665.856072,"Fit of year 1996, order 1",1.0
1996,0.006953809588156324,18776991.11545209,"Fit of year 1996, order 1",1.0
1996,0.00703435848815913,18286474.0243777,"Fit of year 1996, order 1",1.0
1996,0.007115840419935292,17808770.861539066,"Fit of year 1996, order 1",1.0
1996,0.007198266191184115,17343546.88476337,"Fit of year 1996, order 1",1.0
1996,0.0072816467347950305,16890476.096450247,"Fit of year 1996, order 1",1.0
1996,0.00736599311029771,16449241.015134463,"Fit of year 1996, order 1",1.0
1996,0.007451316505329006,16019532.453016395,"Fit of year 1996, order 1",1.0
1996,0.007537628237116888,15601049.299303958,"Fit of year 1996, order 1",1.0
1996,0.007624939753981536,15193498.30921454,"Fit of year 1996, order 1",1.0
1996,0.007713262636853817,14796593.898488875,"Fit of year 1996, order 1",1.0
1996,0.0078026086008113945,14410057.943272758,"Fit of year 1996, order 1",1.0
1996,0.007892989496632611,14033619.585226659,"Fit of year 1996, order 1",1.0
1996,0.007984417312368363,13667015.041726334,"Fit of year 1996, order 1",1.0
1996,0.008076904174932162,13309987.421021935,"Fit of year 1996, order 1",1.0
1996,0.008170462351708653,12962286.542225482,"Fit of year 1996, order 1",1.0
1996,0.008265104252180782,12623668.760000922,"Fit of year 1996, order 1",1.0
1996,0.008360842429575742,12293896.793833954,"Fit of year 1996, order 1",1.0
1996,0.008457689582530022,11972739.561761875,"Fit of year 1996, order 1",1.0
1996,0.008555658556773756,11659972.018446943,"Fit of year 1996, order 1",1.0
1996,0.00865476234683459,11355374.997479603,"Fit of year 1996, order 1",1.0
1996,0.008755014097761245,11058735.057801576,"Fit of year 1996, order 1",1.0
1996,0.00885642710686705,10769844.334140787,"Fit of year 1996, order 1",1.0
1996,0.008959014825493706,10488500.39135333,"Fit of year 1996, order 1",1.0
1996,0.009062790860795474,10214506.082570544,"Fit of year 1996, order 1",1.0
1996,0.009167768977544009,9947669.411051804,"Fit of year 1996, order 1",1.0
1996,0.009273963099954085,9687803.395646188,"Fit of year 1996, order 1",1.0
1996,0.009381387313530502,9434725.939768713,"Fit of year 1996, order 1",1.0
1996,0.009490055866936412,9188259.703799168,"Fit of year 1996, order 1",1.0
1996,0.00959998317388322,8948231.980814591,"Fit of year 1996, order 1",1.0
1996,0.009711183815042386,8714474.575567914,"Fit of year 1996, order 1",1.0
1996,0.009823672539979423,8486823.68662803,"Fit of year 1996, order 1",1.0
1996,0.009937464269110281,8265119.791598762,"Fit of year 1996, order 1",1.0
1996,0.010052574095680354,8049207.535336358,"Fit of year 1996, order 1",1.0
1996,0.010169017287766436,7838935.6210871255,"Fit of year 1996, order 1",1.0
1996,0.010286809290301875,7634156.704468754,"Fit of year 1996, order 1",1.0
1996,0.01040596572712518,7434727.290221417,"Fit of year 1996, order 1",1.0
1996,0.010526502403052342,7240507.631655919,"Fit of year 1996, order 1",1.0
1996,0.010648435305973189,7051361.63272859,"Fit of year 1996, order 1",1.0
1996,0.010771780608971996,6867156.7526744455,"Fit of year 1996, order 1",1.0
1996,0.01089655467247267,6687763.913131508,"Fit of year 1996, order 1",1.0
1996,0.011022774046408789,6513057.40769135,"Fit of year 1996, order 1",1.0
1996,0.011150455472418769,6342914.8138125995,"Fit of year 1996, order 1",1.0
1996,0.011279615886066463,6177216.907035438,"Fit of year 1996, order 1",1.0
1996,0.011410272419087477,6015847.577437095,"Fit of year 1996, order 1",1.0
1996,0.011542442401661517,5858693.7482699305,"Fit of year 1996, order 1",1.0
1996,0.011676143364711044,5705645.296724776,"Fit of year 1996, order 1",1.0
1996,0.01181139304222657,5556594.976764376,"Fit of year 1996, order 1",1.0
1996,0.011948209373618863,5411438.343972564,"Fit of year 1996, order 1",1.0
1996,0.01208661050609844,5270073.682366612,"Fit of year 1996, order 1",1.0
1996,0.01222661479708258,5132401.93312161,"Fit of year 1996, order 1",1.0
1996,0.012368240816630249,4998326.62515667,"Fit of year 1996, order 1",1.0
1996,0.012511507349905209,4867753.807534474,"Fit of year 1996, order 1",1.0
1996,0.012656433399667674,4740591.983626862,"Fit of year 1996, order 1",1.0
1996,0.012803038188794818,4616752.047000081,"Fit of year 1996, order 1",1.0
1996,0.012951341162830482,4496147.218975073,"Fit of year 1996, order 1",1.0
1996,0.013101361992564417,4378692.987818795,"Fit of year 1996, order 1",1.0
1996,0.013253120576641407,4264307.04952407,"Fit of year 1996, order 1",1.0
1996,0.013406637044200595,4152909.2501365407,"Fit of year 1996, order 1",1.0
1996,0.013561931757545413,4044421.529588152,"Fit of year 1996, order 1",1.0
1996,0.013719025314844412,3938767.8669978958,"Fit of year 1996, order 1",1.0
1996,0.013877938552863386,3835874.227401552,"Fit of year 1996, order 1",1.0
1996,0.014038692549729156,3735668.5098729488,"Fit of year 1996, order 1",1.0
1996,0.014201308627725338,3638080.4970004745,"Fit of year 1996, order 1",1.0
1996,0.014365808356120528,3543041.805683501,"Fit of year 1996, order 1",1.0
1996,0.01453221355402923,3450485.8392140577,"Fit of year 1996, order 1",1.0
1996,0.014700546293305921,3360347.7406103984,"Fit of year 1996, order 1",1.0
1996,0.01487082890147265,3272564.34716958,"Fit of year 1996, order 1",1.0
1996,0.015043083964680543,3187074.146207277,"Fit of year 1996, order 1",1.0
1996,0.015217334330705604,3103817.2319538803,"Fit of year 1996, order 1",1.0
1996,0.015393603111979237,3022735.2635765523,"Fit of year 1996, order 1",1.0
1996,0.015571913688653856,2943771.4242978836,"Fit of year 1996, order 1",1.0
1996,0.015752289711704007,2866870.3815825726,"Fit of year 1996, order 1",1.0
1996,0.015934755106063424,2791978.248364063,"Fit of year 1996, order 1",1.0
1996,0.016119334073798397,2719042.5452841646,"Fit of year 1996, order 1",1.0
1996,0.016306051097317933,2648012.1639190363,"Fit of year 1996, order 1",1.0
1996,0.016494930942621073,2578837.3309658337,"Fit of year 1996, order 1",1.0
1996,0.016685998662581834,2511469.573364967,"Fit of year 1996, order 1",1.0
1996,0.016879279600272214,2445861.6843334306,"Fit of year 1996, order 1",1.0
1996,0.017074799392323658,2381967.6902854578,"Fit of year 1996, order 1",1.0
1996,0.0172725839723275,2319742.8186173607,"Fit of year 1996, order 1",1.0
1996,0.017472659574274765,2259143.466333894,"Fit of year 1996, order 1",1.0
1996,0.017675052736035816,2200127.1694942005,"Fit of year 1996, order 1",1.0
1996,0.017879790302880325,2142652.573455976,"Fit of year 1996, order 1",1.0
1996,0.01808689943103804,2086679.4038968927,"Fit of year 1996, order 1",1.0
1996,0.01829640759130069,2032168.4385930833,"Fit of year 1996, order 1",1.0
1996,0.018508342572665766,1979081.4799348584,"Fit of year 1996, order 1",1.0
1996,0.018722732486022388,1927381.3281603872,"Fit of year 1996, order 1",1.0
1996,0.01893960576787992,1877031.7552886016,"Fit of year 1996, order 1",1.0
1996,0.01915899118413978,1827997.479733093,"Fit of year 1996, order 1",1.0
1996,0.019380917833910903,1780244.1415791416,"Fit of year 1996, order 1",1.0
1996,0.01960541515336945,1733738.2785065959,"Fit of year 1996, order 1",1.0
1996,0.019832512919663172,1688447.3023417548,"Fit of year 1996, order 1",1.0
1996,0.020062241254861057,1644339.476221762,"Fit of year 1996, order 1",1.0
1996,0.020294630629948674,1601383.8923555412,"Fit of year 1996, order 1",1.0
1996,0.020529711868869822,1559550.4503657217,"Fit of year 1996, order 1",1.0
1996,0.02076751615261501,1518809.8361963108,"Fit of year 1996, order 1",1.0
1996,0.02100807502335727,1479133.501571375,"Fit of year 1996, order 1",1.0
1996,0.021251420388635877,1440493.643990335,"Fit of year 1996, order 1",1.0
1996,0.021497584525588555,1402863.1872458695,"Fit of year 1996, order 1",1.0
1996,0.02174660008523268,1366215.7624506978,"Fit of year 1996, order 1",1.0
1996,0.021998500096796093,1330525.6895600627,"Fit of year 1996, order 1",1.0
1996,0.022253317972098063,1295767.9593768883,"Fit of year 1996, order 1",1.0
1996,0.02251108750998102,1261918.2160270151,"Fit of year 1996, order 1",1.0
1996,0.022771842900793572,1228952.7398922383,"Fit of year 1996, order 1",1.0
1996,0.02303561873092554,1196848.4309892128,"Fit of year 1996, order 1",1.0
1996,0.023302449987395415,1165582.7927825348,"Fit of year 1996, order 1",1.0
1996,0.02357237206249104,1135133.9164206798,"Fit of year 1996, order 1",1.0
1996,0.023845420758464016,1105480.46538377,"Fit of year 1996, order 1",1.0
1996,0.024121632292278462,1076601.6605323723,"Fit of year 1996, order 1",1.0
